jahr,bfs_nummer,gemeinde,ds10060_1_person,ds10060_2_personen,ds10060_3_personen,ds10060_4_personen,ds10060_5_personen,ds10060_6_oder_mehr_personen,ds10080_ausland,ds10080_schweiz,ds10180_anzahl,ds10200_falle,ds10200_flache_in_m2,ds10200_quadratmeterpreis_chf,ds10230_neu_erstellte_wohnungen,ds10580_steuerfuss_ertrag_juristische_personen_prozent,ds10580_steuerfuss_kapital_juristische_personen_prozent,ds10580_steuerfuss_natuerliche_personen_prozent,ds10580_steuersatz_ertrag_juristische_personen_prozent,ds10580_steuersatz_kapital_juristische_personen_promille,ds10630_anzahl_steuerpflichtige,ds10630_steuerbares_einkommen_chf,ds10680_anfangsbestand,ds10680_geburten,ds10680_todesfaelle,ds10680_zuzuege,ds10680_wegzuege,ds10680_wanderungssaldo,ds10680_endbestand,ds12070_falle,ds12070_flache_in_m2,ds12070_quadratmeterpreis_chf,ds12880_anzahl_bewilligungen,ds12900_anzahl_bauprojekte,ds13010_1_2,ds13010_3,ds13010_4,ds13010_5plus,ds13010_total,ds13030_andere_situation_unbekannt,ds13030_genossenschafter_innen,ds13030_hauseigentuemer_innen,ds13030_mieter_innen_oder_untermieter_innen,ds13030_stockwerk_wohnungseigentuemer_innen,ds13030_total
2019,2844,Buus,115.0,173.0,65.0,59.0,24.0,6.0,101.0,976.0,0.0,4.0,2200.0,430.0,2.0,0.0,0.0,60.0,4.5,2.75,661.0,38832391.0,4301,8,8,64,57,35,4308,5.0,3000.0,394.0,13.0,11.0,0.0,1150.6873050729034,1599.7615535987463,0.0,1351.425676623017,16.6810551644,0.0,209.0338729547,110.0623020188,27.7707454562,363.5479755941
2020,2844,Buus,121.0,171.0,68.0,59.0,25.0,6.0,108.0,988.0,0.0,6.0,3900.0,443.0,11.0,0.0,0.0,58.0,4.5,0.55,664.0,40129565.0,4377,9,7,82,71,33,4390,6.0,3900.0,443.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2844,Buus,115.0,181.0,63.0,64.0,26.0,7.0,123.0,986.0,0.0,5.0,2600.0,488.0,5.0,0.0,0.0,58.0,4.5,0.55,682.0,41705941.0,4417,12,12,91,58,33,4450,5.0,2600.0,488.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2844,Buus,118.0,182.0,60.0,65.0,27.0,7.0,147.0,988.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,58.0,4.5,0.55,668.0,41089609.0,4534,9,8,74,62,26,4547,4.0,3600.0,454.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2844,Buus,119.0,184.0,61.0,66.0,24.0,7.0,157.0,983.0,0.0,0.0,0.0,0.0,5.0,50.0,50.0,58.0,0.0,0.0,0.0,0.0,4565,11,5,94,107,17,4558,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2844,Buus,118.0,190.0,63.0,64.0,26.0,8.0,169.0,969.0,0.0,0.0,0.0,0.0,3.0,50.0,50.0,58.0,0.0,0.0,0.0,0.0,4545,9,10,94,82,24,4556,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2844,Buus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,58.0,0.0,0.0,0.0,0.0,3413,9,7,59,81,22,3393,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2842,Böckten,0.0,0.0,0.0,0.0,0.0,0.0,64.0,713.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,59.0,4.5,3.5,0.0,0.0,3101,8,4,75,73,26,3107,0.0,0.0,0.0,8.0,9.0,1233.723497764541,1619.0067644885858,1574.9205102911544,0.0,1507.4340700635826,19.938350837,30.4971720456,210.9736723649,79.3808789883,0.0,357.3571222753
2011,2842,Böckten,0.0,0.0,0.0,0.0,0.0,0.0,73.0,719.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59.0,4.5,2.75,0.0,0.0,3162,7,6,56,48,28,3171,0.0,0.0,0.0,11.0,8.0,1233.723497764541,1619.0067644885858,1574.9205102911544,0.0,1507.4340700635826,19.938350837,30.4971720456,210.9736723649,79.3808789883,0.0,357.3571222753
2012,2842,Böckten,77.0,119.0,48.0,52.0,15.0,1.0,67.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.5,2.75,0.0,0.0,3138,9,7,61,78,21,3123,0.0,0.0,0.0,9.0,10.0,1233.723497764541,1619.0067644885858,1574.9205102911544,0.0,1507.4340700635826,19.938350837,30.4971720456,210.9736723649,79.3808789883,0.0,357.3571222753
2013,2842,Böckten,86.0,132.0,46.0,52.0,13.0,1.0,72.0,704.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,59.0,4.5,2.75,475.0,30963780.0,3097,4,8,89,70,43,3112,0.0,0.0,0.0,12.0,13.0,1233.723497764541,1619.0067644885858,1574.9205102911544,0.0,1507.4340700635826,19.938350837,30.4971720456,210.9736723649,79.3808789883,0.0,357.3571222753
2014,2842,Böckten,91.0,132.0,48.0,55.0,18.0,0.0,85.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.5,2.75,482.0,31144106.0,3207,11,3,56,44,12,3227,0.0,0.0,0.0,7.0,5.0,1233.723497764541,1619.0067644885858,1574.9205102911544,0.0,1507.4340700635826,19.938350837,30.4971720456,210.9736723649,79.3808789883,0.0,357.3571222753
2015,2842,Böckten,81.0,131.0,55.0,50.0,14.0,0.0,90.0,713.0,4.0,4.0,4200.0,646.0,1.0,0.0,0.0,59.0,4.5,2.75,470.0,31631325.0,3224,7,6,55,78,39,3202,5.0,4500.0,608.0,7.0,11.0,0.0,1371.5433225602,1387.318955572677,0.0,1446.2594309278093,0.0,0.0,230.2756880964,90.1911271445,18.4360076863,364.5779339959
2016,2842,Böckten,91.0,125.0,45.0,55.0,18.0,0.0,102.0,710.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59.0,4.5,2.75,474.0,31979289.0,3246,9,3,59,57,52,3254,0.0,0.0,0.0,9.0,4.0,0.0,1371.5433225602,1387.318955572677,0.0,1446.2594309278093,0.0,0.0,230.2756880964,90.1911271445,18.4360076863,364.5779339959
2017,2842,Böckten,91.0,137.0,49.0,53.0,12.0,1.0,95.0,710.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,59.0,4.5,2.75,472.0,31454627.0,3214,3,6,70,58,16,3223,0.0,0.0,0.0,10.0,12.0,0.0,1371.5433225602,1387.318955572677,0.0,1446.2594309278093,0.0,0.0,230.2756880964,90.1911271445,18.4360076863,364.5779339959
2018,2842,Böckten,92.0,136.0,48.0,55.0,13.0,1.0,92.0,720.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,4.5,2.75,483.0,33026047.0,3241,11,3,57,55,24,3251,0.0,0.0,0.0,5.0,5.0,0.0,1371.5433225602,1387.318955572677,0.0,1446.2594309278093,0.0,0.0,230.2756880964,90.1911271445,18.4360076863,364.5779339959
2019,2842,Böckten,94.0,133.0,47.0,53.0,18.0,1.0,95.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.5,2.75,477.0,35065762.0,3281,8,7,59,56,11,3285,0.0,0.0,0.0,4.0,8.0,0.0,1371.5433225602,1387.318955572677,0.0,1446.2594309278093,0.0,0.0,230.2756880964,90.1911271445,18.4360076863,364.5779339959
2020,2842,Böckten,101.0,127.0,52.0,50.0,18.0,2.0,96.0,724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.5,0.55,476.0,34649887.0,3279,9,7,60,61,19,3280,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2842,Böckten,101.0,129.0,51.0,47.0,18.0,3.0,97.0,720.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,4.5,0.55,478.0,34859600.0,3268,5,9,46,47,21,3263,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2842,Böckten,101.0,119.0,50.0,51.0,18.0,2.0,101.0,715.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,59.0,4.5,0.55,482.0,35973152.0,3260,4,12,80,65,29,3267,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2842,Böckten,101.0,140.0,47.0,53.0,19.0,2.0,124.0,718.0,5.0,0.0,0.0,0.0,18.0,55.0,55.0,59.0,0.0,0.0,0.0,0.0,3356,3,6,80,53,27,3380,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2842,Böckten,105.0,135.0,49.0,52.0,14.0,8.0,133.0,732.0,0.0,0.0,0.0,0.0,4.0,55.0,55.0,59.0,0.0,0.0,0.0,0.0,3455,6,4,63,55,36,3465,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2842,Böckten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,59.0,0.0,0.0,0.0,0.0,2570,2,3,44,51,7,2562,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2884,Diegten,0.0,0.0,0.0,0.0,0.0,0.0,151.0,1423.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,4.0,3.5,0.0,0.0,6300,15,9,102,117,27,6291,3.0,4500.0,302.0,24.0,25.0,848.1383139647276,1108.5167937172082,1562.8392448533582,1763.2481020281657,1323.2251726990835,35.2019804869,0.0,370.4900988488,229.1135820069,16.8550143942,657.9053516603
2011,2884,Diegten,0.0,0.0,0.0,0.0,0.0,0.0,149.0,1409.0,0.0,4.0,3000.0,304.0,3.0,0.0,0.0,56.0,4.0,2.75,0.0,0.0,6240,13,10,125,140,59,6228,6.0,10100.0,322.0,25.0,27.0,848.1383139647276,1108.5167937172082,1562.8392448533582,1763.2481020281657,1323.2251726990835,35.2019804869,0.0,370.4900988488,229.1135820069,16.8550143942,657.9053516603
2012,2884,Diegten,157.0,226.0,82.0,101.0,40.0,13.0,156.0,1395.0,0.0,6.0,3000.0,287.0,9.0,0.0,0.0,56.0,4.0,2.75,0.0,0.0,6199,12,7,114,113,49,6205,9.0,4800.0,311.0,21.0,21.0,848.1383139647276,1108.5167937172082,1562.8392448533582,1763.2481020281657,1323.2251726990835,35.2019804869,0.0,370.4900988488,229.1135820069,16.8550143942,657.9053516603
2013,2884,Diegten,156.0,236.0,83.0,109.0,37.0,15.0,172.0,1422.0,11.0,3.0,1600.0,426.0,14.0,0.0,0.0,56.0,4.0,2.75,908.0,52863254.0,6346,12,16,161,102,59,6401,3.0,1600.0,426.0,24.0,18.0,848.1383139647276,1108.5167937172082,1562.8392448533582,1763.2481020281657,1323.2251726990835,35.2019804869,0.0,370.4900988488,229.1135820069,16.8550143942,657.9053516603
2014,2884,Diegten,150.0,238.0,90.0,103.0,38.0,20.0,180.0,1452.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,56.0,4.0,2.75,923.0,54607635.0,6516,19,6,122,108,14,6543,3.0,1700.0,351.0,21.0,27.0,848.1383139647276,1108.5167937172082,1562.8392448533582,1763.2481020281657,1323.2251726990835,35.2019804869,0.0,370.4900988488,229.1135820069,16.8550143942,657.9053516603
2015,2884,Diegten,161.0,233.0,84.0,109.0,37.0,18.0,179.0,1456.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,56.0,4.0,2.75,910.0,53584353.0,6550,15,17,90,111,29,6527,0.0,0.0,0.0,25.0,24.0,797.2287910763251,1244.6063262640937,1491.6696503294354,1728.5714702652665,1295.3203612115617,15.758879968,0.0,416.274182137,186.6297929783,0.0,637.2357367642
2016,2884,Diegten,161.0,236.0,95.0,104.0,37.0,14.0,168.0,1464.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,56.0,4.0,2.75,935.0,55508378.0,6527,12,8,111,113,50,6529,0.0,0.0,0.0,19.0,14.0,797.2287910763251,1244.6063262640937,1491.6696503294354,1728.5714702652665,1295.3203612115617,15.758879968,0.0,416.274182137,186.6297929783,0.0,637.2357367642
2017,2884,Diegten,164.0,245.0,93.0,108.0,39.0,13.0,167.0,1480.0,6.0,0.0,0.0,0.0,26.0,0.0,0.0,56.0,4.0,2.75,957.0,56738088.0,6566,12,13,128,85,43,6607,0.0,0.0,0.0,21.0,25.0,797.2287910763251,1244.6063262640937,1491.6696503294354,1728.5714702652665,1295.3203612115617,15.758879968,0.0,416.274182137,186.6297929783,0.0,637.2357367642
2018,2884,Diegten,153.0,266.0,87.0,106.0,36.0,14.0,179.0,1486.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,56.0,4.0,2.75,970.0,57913669.0,6662,6,8,122,123,31,6659,0.0,0.0,0.0,15.0,12.0,797.2287910763251,1244.6063262640937,1491.6696503294354,1728.5714702652665,1295.3203612115617,15.758879968,0.0,416.274182137,186.6297929783,0.0,637.2357367642
2019,2884,Diegten,170.0,253.0,89.0,100.0,36.0,14.0,180.0,1460.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,56.0,4.0,2.75,965.0,57806124.0,6575,14,14,87,119,34,6543,0.0,0.0,0.0,10.0,15.0,797.2287910763251,1244.6063262640937,1491.6696503294354,1728.5714702652665,1295.3203612115617,15.758879968,0.0,416.274182137,186.6297929783,0.0,637.2357367642
2020,2884,Diegten,171.0,266.0,82.0,100.0,38.0,10.0,171.0,1449.0,8.0,8.0,4200.0,507.0,3.0,0.0,0.0,56.0,4.0,0.55,967.0,59611828.0,6483,16,16,123,128,39,6478,9.0,4300.0,505.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2884,Diegten,175.0,262.0,82.0,107.0,37.0,13.0,185.0,1454.0,10.0,4.0,1800.0,520.0,10.0,0.0,0.0,56.0,4.0,0.55,989.0,62250794.0,6539,18,13,146,115,53,6575,5.0,8500.0,140.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2884,Diegten,187.0,250.0,92.0,100.0,37.0,11.0,201.0,1454.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,56.0,4.0,0.55,959.0,61370111.0,6625,19,12,126,139,25,6619,3.0,4400.0,394.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2884,Diegten,196.0,252.0,102.0,99.0,30.0,12.0,218.0,1442.0,0.0,0.0,0.0,0.0,4.0,50.0,50.0,56.0,0.0,0.0,0.0,0.0,6641,8,10,100,100,36,6639,0.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2884,Diegten,195.0,255.0,96.0,103.0,28.0,13.0,239.0,1419.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,56.0,0.0,0.0,0.0,0.0,6620,9,8,126,107,39,6640,0.0,0.0,0.0,21.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2884,Diegten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,56.0,0.0,0.0,0.0,0.0,5012,7,6,86,103,31,4996,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2784,Dittingen,0.0,0.0,0.0,0.0,0.0,0.0,73.0,663.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,66.0,4.5,3.5,0.0,0.0,2929,6,5,76,48,30,2958,0.0,0.0,0.0,14.0,10.0,0.0,1237.971140147093,0.0,0.0,1296.3641640336689,28.0788688433,0.0,190.4390025163,91.9533056286,0.0,321.0343298932
2011,2784,Dittingen,0.0,0.0,0.0,0.0,0.0,0.0,71.0,672.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,66.0,4.5,2.75,0.0,0.0,2975,10,8,55,65,14,2966,0.0,0.0,0.0,11.0,10.0,0.0,1237.971140147093,0.0,0.0,1296.3641640336689,28.0788688433,0.0,190.4390025163,91.9533056286,0.0,321.0343298932
2012,2784,Dittingen,103.0,132.0,41.0,32.0,15.0,7.0,69.0,672.0,0.0,6.0,2900.0,249.0,2.0,0.0,0.0,66.0,4.5,2.75,0.0,0.0,2957,10,5,73,60,23,2975,7.0,4200.0,241.0,4.0,6.0,0.0,1237.971140147093,0.0,0.0,1296.3641640336689,28.0788688433,0.0,190.4390025163,91.9533056286,0.0,321.0343298932
2013,2784,Dittingen,121.0,133.0,35.0,40.0,14.0,6.0,82.0,682.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,4.5,2.75,463.0,23282773.0,3046,10,7,69,55,14,3063,0.0,0.0,0.0,7.0,6.0,0.0,1237.971140147093,0.0,0.0,1296.3641640336689,28.0788688433,0.0,190.4390025163,91.9533056286,0.0,321.0343298932
2014,2784,Dittingen,116.0,133.0,35.0,38.0,13.0,6.0,92.0,664.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,5.0,2.75,453.0,24507569.0,3032,4,12,48,60,28,3012,0.0,0.0,0.0,7.0,6.0,0.0,1237.971140147093,0.0,0.0,1296.3641640336689,28.0788688433,0.0,190.4390025163,91.9533056286,0.0,321.0343298932
2015,2784,Dittingen,122.0,129.0,32.0,37.0,12.0,5.0,98.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,5.0,2.75,458.0,24240535.0,2963,5,9,68,76,30,2951,0.0,0.0,0.0,11.0,12.0,918.9799060193112,0.0,1207.6656937110686,0.0,1148.4646002772447,26.149145711,0.0,143.0572061993,100.8533441723,0.0,276.6095454618
2016,2784,Dittingen,125.0,129.0,32.0,40.0,10.0,6.0,111.0,635.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,66.0,5.0,2.75,465.0,24700463.0,2980,5,7,66,58,22,2986,0.0,0.0,0.0,11.0,11.0,918.9799060193112,0.0,1207.6656937110686,0.0,1148.4646002772447,26.149145711,0.0,143.0572061993,100.8533441723,0.0,276.6095454618
2017,2784,Dittingen,117.0,127.0,35.0,42.0,12.0,3.0,115.0,627.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,5.0,2.75,461.0,23690250.0,2976,4,8,58,68,12,2962,0.0,0.0,0.0,13.0,14.0,918.9799060193112,0.0,1207.6656937110686,0.0,1148.4646002772447,26.149145711,0.0,143.0572061993,100.8533441723,0.0,276.6095454618
2018,2784,Dittingen,121.0,126.0,38.0,42.0,6.0,6.0,120.0,613.0,4.0,5.0,2500.0,301.0,1.0,0.0,0.0,66.0,5.0,2.75,464.0,24349990.0,2934,4,11,66,61,7,2932,5.0,2500.0,301.0,11.0,10.0,918.9799060193112,0.0,1207.6656937110686,0.0,1148.4646002772447,26.149145711,0.0,143.0572061993,100.8533441723,0.0,276.6095454618
2019,2784,Dittingen,113.0,130.0,40.0,39.0,6.0,3.0,113.0,610.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,66.0,5.0,2.75,471.0,24815180.0,2903,0,5,57,73,22,2882,0.0,0.0,0.0,8.0,6.0,918.9799060193112,0.0,1207.6656937110686,0.0,1148.4646002772447,26.149145711,0.0,143.0572061993,100.8533441723,0.0,276.6095454618
2020,2784,Dittingen,109.0,130.0,42.0,37.0,7.0,8.0,117.0,607.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,66.0,5.0,0.55,497.0,25750727.0,2879,4,6,87,51,36,2913,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2784,Dittingen,117.0,120.0,40.0,36.0,11.0,7.0,122.0,613.0,9.0,3.0,1100.0,302.0,4.0,0.0,0.0,66.0,5.0,0.55,490.0,26161854.0,2945,8,1,55,75,30,2932,4.0,11300.0,117.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2784,Dittingen,121.0,114.0,40.0,36.0,12.0,5.0,133.0,605.0,0.0,3.0,1200.0,396.0,1.0,0.0,0.0,66.0,5.0,0.55,491.0,25788201.0,2945,4,11,84,65,23,2957,3.0,1200.0,396.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2784,Dittingen,114.0,115.0,41.0,42.0,11.0,4.0,138.0,604.0,5.0,0.0,0.0,0.0,0.0,55.0,55.0,66.0,0.0,0.0,0.0,0.0,2969,2,9,63,59,24,2966,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2784,Dittingen,118.0,122.0,48.0,38.0,11.0,3.0,138.0,606.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,64.0,0.0,0.0,0.0,0.0,2974,3,2,67,60,13,2982,0.0,0.0,0.0,15.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2784,Dittingen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,64.0,0.0,0.0,0.0,0.0,2263,2,6,57,43,16,2273,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,2785,Duggingen,0.0,0.0,0.0,0.0,0.0,0.0,253.0,1202.0,0.0,4.0,3000.0,339.0,8.0,0.0,0.0,59.0,4.5,3.5,0.0,0.0,5792,11,6,169,117,52,5849,4.0,3000.0,339.0,24.0,18.0,1130.5470902512775,1289.653452038668,1702.8781935324234,1778.0378310214455,1344.8492055996155,14.1737846618,0.0,305.3876950397,206.9320514891,26.4078108019,556.1877938441
2011,2785,Duggingen,0.0,0.0,0.0,0.0,0.0,0.0,263.0,1213.0,0.0,4.0,1900.0,601.0,5.0,0.0,0.0,59.0,4.5,2.75,0.0,0.0,5906,11,6,154,168,28,5897,5.0,2000.0,596.0,10.0,13.0,1130.5470902512775,1289.653452038668,1702.8781935324234,1778.0378310214455,1344.8492055996155,14.1737846618,0.0,305.3876950397,206.9320514891,26.4078108019,556.1877938441
2012,2785,Duggingen,155.0,212.0,91.0,100.0,23.0,3.0,251.0,1200.0,0.0,4.0,3400.0,603.0,3.0,0.0,0.0,59.0,4.5,2.75,0.0,0.0,5822,12,9,139,177,38,5787,5.0,9100.0,539.0,16.0,18.0,1130.5470902512775,1289.653452038668,1702.8781935324234,1778.0378310214455,1344.8492055996155,14.1737846618,0.0,305.3876950397,206.9320514891,26.4078108019,556.1877938441
2013,2785,Duggingen,154.0,214.0,95.0,96.0,21.0,5.0,256.0,1189.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,59.0,4.5,2.75,847.0,52872641.0,5771,7,4,168,151,45,5791,0.0,0.0,0.0,19.0,18.0,1130.5470902512775,1289.653452038668,1702.8781935324234,1778.0378310214455,1344.8492055996155,14.1737846618,0.0,305.3876950397,206.9320514891,26.4078108019,556.1877938441
2014,2785,Duggingen,184.0,222.0,82.0,106.0,26.0,4.0,283.0,1203.0,12.0,3.0,1400.0,678.0,13.0,0.0,0.0,59.0,4.5,2.75,853.0,54784762.0,5926,17,8,185,159,66,5961,3.0,1400.0,678.0,23.0,20.0,1130.5470902512775,1289.653452038668,1702.8781935324234,1778.0378310214455,1344.8492055996155,14.1737846618,0.0,305.3876950397,206.9320514891,26.4078108019,556.1877938441
2015,2785,Duggingen,183.0,223.0,94.0,102.0,28.0,5.0,296.0,1228.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,59.0,4.5,2.75,879.0,57462862.0,6082,13,12,197,168,55,6112,0.0,0.0,0.0,18.0,22.0,1058.6926036098662,1216.7731583664738,1738.9376735372814,0.0,1406.41740797045,47.1117327913,0.0,394.9689089033,152.5719222969,25.4428548318,620.0954188233
2016,2785,Duggingen,193.0,220.0,96.0,100.0,33.0,5.0,308.0,1237.0,11.0,3.0,1200.0,666.0,12.0,0.0,0.0,59.0,4.5,2.75,895.0,59646029.0,6169,8,5,139,117,68,6194,3.0,1200.0,666.0,18.0,15.0,1058.6926036098662,1216.7731583664738,1738.9376735372814,0.0,1406.41740797045,47.1117327913,0.0,394.9689089033,152.5719222969,25.4428548318,620.0954188233
2017,2785,Duggingen,191.0,221.0,92.0,107.0,33.0,8.0,304.0,1257.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,59.0,4.5,2.75,927.0,61675566.0,6236,13,9,168,151,35,6257,0.0,0.0,0.0,18.0,22.0,1058.6926036098662,1216.7731583664738,1738.9376735372814,0.0,1406.41740797045,47.1117327913,0.0,394.9689089033,152.5719222969,25.4428548318,620.0954188233
2018,2785,Duggingen,200.0,225.0,89.0,104.0,30.0,7.0,307.0,1265.0,11.0,10.0,3400.0,649.0,5.0,0.0,0.0,56.0,4.5,2.75,920.0,62756917.0,6301,10,7,108,135,37,6277,11.0,3900.0,577.0,22.0,18.0,1058.6926036098662,1216.7731583664738,1738.9376735372814,0.0,1406.41740797045,47.1117327913,0.0,394.9689089033,152.5719222969,25.4428548318,620.0954188233
2019,2785,Duggingen,198.0,226.0,86.0,111.0,27.0,7.0,302.0,1250.0,9.0,5.0,2300.0,534.0,16.0,0.0,0.0,56.0,4.5,2.75,937.0,62722224.0,6207,11,9,128,129,41,6208,5.0,2300.0,534.0,17.0,15.0,1058.6926036098662,1216.7731583664738,1738.9376735372814,0.0,1406.41740797045,47.1117327913,0.0,394.9689089033,152.5719222969,25.4428548318,620.0954188233
2020,2785,Duggingen,198.0,235.0,93.0,101.0,26.0,9.0,311.0,1244.0,0.0,10.0,9900.0,742.0,2.0,0.0,0.0,56.0,4.5,0.55,939.0,63025576.0,6219,6,9,128,121,39,6223,10.0,9900.0,742.0,13.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,2785,Duggingen,209.0,244.0,90.0,100.0,29.0,9.0,324.0,1242.0,7.0,0.0,0.0,0.0,13.0,0.0,0.0,56.0,4.5,0.55,949.0,65205708.0,6245,10,15,168,119,69,6289,0.0,0.0,0.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,2785,Duggingen,200.0,243.0,99.0,105.0,28.0,6.0,375.0,1253.0,8.0,3.0,2100.0,833.0,5.0,0.0,0.0,56.0,4.5,0.55,952.0,70626457.0,6491,12,15,174,126,48,6536,3.0,2100.0,833.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,2785,Duggingen,191.0,243.0,95.0,108.0,30.0,6.0,387.0,1240.0,7.0,0.0,0.0,0.0,0.0,55.0,55.0,54.0,0.0,0.0,0.0,0.0,6517,11,9,96,117,33,6498,0.0,0.0,0.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
