periode,raum,bezirk_code,bezirk_text,gemeinde_code,gemeinde_text,bewohnertyp_code,bewohnertyp_text,beobachtungen,schatzwert,schatzbereich_von,schatzbereich_bis,vi_absolut,vi_prozent,genauigkeit
2010/2014,BL,1301,Bezirk Arlesheim,2765,Binningen,2,Genossenschafter/innen,67.0,273.76114215,212.501958425387,335.020325874613,61.2591837246126,22.376873227336,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2765,Binningen,3,Stockwerk-/Wohnungseigentümer/innen,237.0,986.5066733512,870.683055246702,1102.3302914557,115.823618104498,11.7407840446777,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2765,Binningen,4,Hauseigentümer/innen,467.0,1542.5744936927,1415.18383264578,1669.96515473962,127.390661046924,8.25831501608515,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2765,Binningen,5,andere Situation/unbekannt,55.0,185.9295012093,139.301277122672,232.557725295928,46.6282240866277,25.0784430568329,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2766,Birsfelden,1,Mieter/innen oder Untermieter/innen,751.0,3402.885780664,3178.37902185938,3627.39253946862,224.506758804616,6.59754024305829,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2766,Birsfelden,2,Genossenschafter/innen,179.0,718.3257506195,620.392802263993,816.258698975007,97.9329483555073,13.6335009946459,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2766,Birsfelden,3,Stockwerk-/Wohnungseigentümer/innen,55.0,212.1605633648,159.13976066055,265.18136606905,53.0208027042497,24.9908851406484,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2766,Birsfelden,4,Hauseigentümer/innen,130.0,448.9327489578,375.634184710106,522.231313205494,73.2985642476941,16.3272927666465,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2766,Birsfelden,5,andere Situation/unbekannt,18.0,58.0818085185,33.8281550771054,82.3354619598947,24.2536534413946,41.7577449119365,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2767,Bottmingen,1,Mieter/innen oder Untermieter/innen,280.0,1252.8774204346,1117.65127653882,1388.10356433038,135.226143895778,10.7932461460492,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2767,Bottmingen,2,Genossenschafter/innen,20.0,89.942072764,52.9799100415747,126.904235486425,36.9621627224253,41.0955202460263,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2767,Bottmingen,3,Stockwerk-/Wohnungseigentümer/innen,86.0,335.4278762634,269.945409059554,400.910343467247,65.4824672038464,19.5220707155613,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2767,Bottmingen,4,Hauseigentümer/innen,340.0,1160.5264199412,1047.38101356283,1273.67182631957,113.14540637837,9.74948992407279,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2767,Bottmingen,5,andere Situation/unbekannt,15.0,52.1326334837,27.7004714825029,76.5647954848971,24.4321620011971,46.8653900034345,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2768,Ettingen,1,Mieter/innen oder Untermieter/innen,239.0,1008.1179480808,890.007114162648,1126.22878199895,118.110833918152,11.7159737253964,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2768,Ettingen,2,Genossenschafter/innen,11.0,36.4068329507,17.5484821900946,55.2651837113054,18.8583507606054,51.7989323216944,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2768,Ettingen,3,Stockwerk-/Wohnungseigentümer/innen,47.0,178.9768780827,131.704743105129,226.249013060271,47.2721349775707,26.412425718884,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2768,Ettingen,4,Hauseigentümer/innen,283.0,959.9316939824,856.471613892004,1063.3917740728,103.460080090397,10.7778585433698,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2768,Ettingen,5,andere Situation/unbekannt,29.0,99.5333754655,64.7699348350427,134.296816095957,34.7634406304573,34.9264158558622,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2769,Münchenstein,1,Mieter/innen oder Untermieter/innen,647.0,2812.924356267,2611.22534043088,3014.62337210312,201.699015836116,7.17043867129752,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2769,Münchenstein,2,Genossenschafter/innen,39.0,143.8586463942,102.158425244053,185.558867544347,41.7002211501467,28.9869411365655,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2769,Münchenstein,3,Stockwerk-/Wohnungseigentümer/innen,74.0,287.0229881241,224.849312809245,349.196663438955,62.1736753148552,21.6615664554273,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2769,Münchenstein,4,Hauseigentümer/innen,510.0,1705.5901177659,1570.14824067063,1841.03199486117,135.441877095266,7.94105662811164,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2769,Münchenstein,5,andere Situation/unbekannt,37.0,116.4445234212,80.7094798367627,152.179567005637,35.7350435844373,30.6884708138463,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2770,Muttenz,1,Mieter/innen oder Untermieter/innen,1008.0,4401.3488933256,4150.49138913003,4652.20639752117,250.857504195572,5.69955961855201,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2770,Muttenz,2,Genossenschafter/innen,151.0,589.9175888183,502.17897075803,677.656206878571,87.7386180602705,14.8730296779293,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2770,Muttenz,3,Stockwerk-/Wohnungseigentümer/innen,179.0,666.4301455084,577.526225816004,755.334065200796,88.9039196923961,13.3403208560702,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2770,Muttenz,4,Hauseigentümer/innen,730.0,2447.7420974508,2284.49541230944,2610.98878259216,163.246685141356,6.66927636336235,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2770,Muttenz,5,andere Situation/unbekannt,71.0,212.4173388688,165.503198873401,259.331478864199,46.9141399953992,22.0858335977817,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,1,Mieter/innen oder Untermieter/innen,49.0,197.6183697359,146.257430907276,248.979308564524,51.3609388286239,25.9899618123879,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,3,Stockwerk-/Wohnungseigentümer/innen,13.0,51.2974310028,25.5743261374633,77.0205358681367,25.7231048653367,50.1450157687869,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,4,Hauseigentümer/innen,223.0,714.0090383406,629.000765142,799.0173115392,85.0082731985999,11.9057699040007,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2772,Pfeffingen,5,andere Situation/unbekannt,7.0,28.188406615,7.4856055554421,48.8912076745579,20.7028010595579,73.444382090548,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,1,Mieter/innen oder Untermieter/innen,25.0,90.1311707821,58.1949433319087,122.067398232291,31.9362274501913,35.4330551495886,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,3,Stockwerk-/Wohnungseigentümer/innen,7.0,24.923581653,8.1863095922645,41.6608537137355,16.7372720607355,67.1543612541774,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,4,Hauseigentümer/innen,131.0,423.0107010122,355.933955472894,490.087446551506,67.0767455393063,15.8569855038659,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2774,Schönenbuch,5,andere Situation/unbekannt,5.0,11.3699409404,2.53375256678814,20.2061293140119,8.83618837361186,77.7153410024749,Schätzwert bedingt zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2775,Therwil,1,Mieter/innen oder Untermieter/innen,405.0,1711.461396638,1556.8447683771,1866.0780248989,154.616628260901,9.03418730709497,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2775,Therwil,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1301,Bezirk Arlesheim,2775,Therwil,3,Stockwerk-/Wohnungseigentümer/innen,153.0,570.9638919652,487.44671197219,654.481071958211,83.5171799930105,14.6274013415372,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2775,Therwil,4,Hauseigentümer/innen,527.0,1680.1624645277,1549.16169218383,1811.16323687157,131.000772343871,7.7969110195957,Schätzwert zuverlässig
2010/2014,BL,1301,Bezirk Arlesheim,2775,Therwil,5,andere Situation/unbekannt,42.0,125.9322416914,89.4695260269236,162.394957355876,36.4627156644764,28.9542337805986,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2781,Blauen,1,Mieter/innen oder Untermieter/innen,15.0,76.279283851,41.4036938049332,111.154873897067,34.8755900460668,45.7209196066798,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2781,Blauen,3,Stockwerk-/Wohnungseigentümer/innen,5.0,20.1156071084,3.86389384044497,36.367320376355,16.251713267955,80.7915623941996,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2781,Blauen,4,Hauseigentümer/innen,62.0,215.963481934,165.714965079674,266.211998788326,50.2485168543259,23.2671359085061,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2781,Blauen,5,andere Situation/unbekannt,8.0,23.8429699045,6.3771267903036,41.3088130186964,17.4658431141964,73.253639056517,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2782,Brislach,1,Mieter/innen oder Untermieter/innen,47.0,213.0221718851,156.61236115612,269.43198261408,56.4098107289799,26.4807227481496,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2782,Brislach,3,Stockwerk-/Wohnungseigentümer/innen,7.0,25.0561208837,7.44802227513337,42.6642194922666,17.6080986085666,70.2746394395846,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2782,Brislach,4,Hauseigentümer/innen,143.0,483.2620684349,409.83704002897,556.68709684083,73.4250284059297,15.1936254057193,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2782,Brislach,5,andere Situation/unbekannt,12.0,44.4838444388,19.8941301096411,69.0735587679589,24.5897143291589,55.2778534305617,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2784,Dittingen,1,Mieter/innen oder Untermieter/innen,19.0,91.9533056286,54.1608378931605,129.74577336404,37.7924677354396,41.0996292923754,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2784,Dittingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2784,Dittingen,4,Hauseigentümer/innen,50.0,190.4390025163,140.870346166595,240.007658866005,49.5686563497048,26.0286263290326,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2784,Dittingen,5,andere Situation/unbekannt,6.0,28.0788688433,7.81360401449816,48.3441336721019,20.2652648288018,72.1726538981908,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2785,Duggingen,1,Mieter/innen oder Untermieter/innen,44.0,206.9320514891,149.358934351759,264.505168626441,57.573117137341,27.8222328165406,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2785,Duggingen,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2785,Duggingen,3,Stockwerk-/Wohnungseigentümer/innen,7.0,26.4078108019,8.47131289604374,44.3443087077563,17.9364979058563,67.9211845328949,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2785,Duggingen,4,Hauseigentümer/innen,93.0,305.3876950397,247.666676973251,363.10871310615,57.7210180664495,18.900898433038,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2785,Duggingen,5,andere Situation/unbekannt,6.0,14.1737846618,4.25351407441162,24.0940552491884,9.92027058738838,69.9902730575882,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2786,Grellingen,1,Mieter/innen oder Untermieter/innen,63.0,312.4974850448,241.971565164276,383.023404925324,70.5259198805242,22.5684759896271,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2786,Grellingen,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2786,Grellingen,3,Stockwerk-/Wohnungseigentümer/innen,9.0,33.5339242402,13.818893278105,53.248955202295,19.715030962095,58.7913028635667,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2786,Grellingen,4,Hauseigentümer/innen,104.0,341.0063298729,281.203205732137,400.809454013664,59.8031241407635,17.537247523544,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2786,Grellingen,5,andere Situation/unbekannt,5.0,13.3660568269,2.86274795377207,23.8693657000279,10.5033088731279,78.581955838983,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2787,Laufen,1,Mieter/innen oder Untermieter/innen,282.0,1317.0627998451,1173.73496357289,1460.39063611731,143.327836272212,10.8823843699077,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2787,Laufen,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2787,Laufen,3,Stockwerk-/Wohnungseigentümer/innen,48.0,206.8268382538,152.238596865311,261.415079642289,54.5882413884891,26.3932098219783,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2787,Laufen,4,Hauseigentümer/innen,248.0,830.1310474489,735.44904707581,924.81304782199,94.6820003730902,11.4056691005667,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2787,Laufen,5,andere Situation/unbekannt,25.0,81.5412637204,48.2880875531657,114.794439887634,33.2531761672344,40.7807956978168,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2788,Liesberg,1,Mieter/innen oder Untermieter/innen,36.0,160.8165569348,112.00333521357,209.62977865603,48.8132217212297,30.3533558059075,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2788,Liesberg,3,Stockwerk-/Wohnungseigentümer/innen,12.0,43.7833810544,20.2561423224455,67.3106197863545,23.5272387319545,53.7355456919198,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2788,Liesberg,4,Hauseigentümer/innen,88.0,319.5247717634,257.735009911822,381.314533614978,61.7897618515776,19.3380192435694,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2788,Liesberg,5,andere Situation/unbekannt,11.0,34.8598987735,15.1727372575347,54.5470602894654,19.6871615159653,56.4750966257287,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2789,Nenzlingen,1,Mieter/innen oder Untermieter/innen,5.0,16.7207413228,3.44920713870505,29.992275506895,13.271534184095,79.3716853091807,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2789,Nenzlingen,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2789,Nenzlingen,4,Hauseigentümer/innen,34.0,108.5869324322,74.6207424870116,142.553122377388,33.9661899451884,31.2801818638687,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2789,Nenzlingen,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2790,Roggenburg,1,Mieter/innen oder Untermieter/innen,7.0,22.2048616262,7.3559738804098,37.0537493719902,14.8488877457902,66.8722372413691,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2790,Roggenburg,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2790,Roggenburg,4,Hauseigentümer/innen,17.0,53.3513129919,30.3104616693181,76.3921643144819,23.0408513225819,43.1870370764446,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2790,Roggenburg,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2791,Röschenz,1,Mieter/innen oder Untermieter/innen,37.0,150.082389324,104.765969799008,195.398808848992,45.3164195249916,30.1943617296509,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2791,Röschenz,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2791,Röschenz,4,Hauseigentümer/innen,135.0,459.2437210503,388.25813154751,530.22931055309,70.9855895027896,15.4570626116442,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2791,Röschenz,5,andere Situation/unbekannt,17.0,52.5008739442,29.8434748606373,75.1582730277628,22.6573990835628,43.1562322327128,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2792,Wahlen,1,Mieter/innen oder Untermieter/innen,33.0,132.6551158294,90.3720762984309,174.938155360369,42.2830395309691,31.8744130345842,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2792,Wahlen,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1302,Bezirk Laufen,2792,Wahlen,3,Stockwerk-/Wohnungseigentümer/innen,9.0,36.9995450581,13.6267068790844,60.3723832371156,23.3728381790156,63.1706096448308,Schätzwert bedingt zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2792,Wahlen,4,Hauseigentümer/innen,106.0,337.3365905249,278.547409141117,396.125771908683,58.789181383783,17.4274546654741,Schätzwert zuverlässig
2010/2014,BL,1302,Bezirk Laufen,2792,Wahlen,5,andere Situation/unbekannt,9.0,38.3648331238,14.9124003403637,61.8172659072363,23.4524327834363,61.1300268340992,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2821,Arisdorf,1,Mieter/innen oder Untermieter/innen,27.0,114.0803341321,74.9058906415739,153.254777622626,39.1744434905261,34.3393484850455,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2821,Arisdorf,3,Stockwerk-/Wohnungseigentümer/innen,13.0,46.1701982985,22.6293259701687,69.7110706268313,23.5408723283313,50.9871588077976,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2821,Arisdorf,4,Hauseigentümer/innen,136.0,463.2345985752,391.376499946496,535.092697203905,71.8580986287046,15.51224775734,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2821,Arisdorf,5,andere Situation/unbekannt,15.0,44.5514568311,23.7784551990079,65.3244584631921,20.7730016320921,46.6269862079821,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2822,Augst,1,Mieter/innen oder Untermieter/innen,35.0,176.4828746598,122.121387215757,230.844362103843,54.3614874440426,30.8026983064693,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2822,Augst,3,Stockwerk-/Wohnungseigentümer/innen,33.0,128.290394845,88.5812305708197,167.99955911918,39.7091642741803,30.9525622102549,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2822,Augst,4,Hauseigentümer/innen,41.0,167.9442383518,119.691263260651,216.197213442949,48.2529750911493,28.7315454014396,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2822,Augst,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1303,Bezirk Liestal,2823,Bubendorf,1,Mieter/innen oder Untermieter/innen,150.0,646.1316810567,550.260548699878,742.002813413522,95.871132356822,14.8377080349987,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2823,Bubendorf,3,Stockwerk-/Wohnungseigentümer/innen,55.0,189.6359123061,143.005286721121,236.266537891079,46.6306255849787,24.5895542768872,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2823,Bubendorf,4,Hauseigentümer/innen,295.0,923.6511952413,825.260130477298,1022.0422600053,98.3910647640022,10.6524048548758,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2823,Bubendorf,5,andere Situation/unbekannt,28.0,70.4659981867,46.5629448265726,94.3690515468274,23.9030533601274,33.9214003565182,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2824,Frenkendorf,1,Mieter/innen oder Untermieter/innen,367.0,1680.4186789757,1521.18413214194,1839.65322580946,159.234546833759,9.47588531512995,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2824,Frenkendorf,2,Genossenschafter/innen,6.0,19.5118632913,6.02025812008772,33.0034684625123,13.4916051712123,69.145652415615,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2824,Frenkendorf,3,Stockwerk-/Wohnungseigentümer/innen,52.0,212.9084976951,159.555400691188,266.261594699012,53.3530970039123,25.0591674740563,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2824,Frenkendorf,4,Hauseigentümer/innen,256.0,847.4515237462,751.386549023077,943.516498469323,96.064974723123,11.3357486571578,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2824,Frenkendorf,5,andere Situation/unbekannt,18.0,56.8107563669,31.5269114932487,82.0946012405513,25.2838448736513,44.5053832946019,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2825,Füllinsdorf,1,Mieter/innen oder Untermieter/innen,180.0,846.2753555374,728.908616332132,963.642094742668,117.366739205268,13.868623071357,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2825,Füllinsdorf,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1303,Bezirk Liestal,2825,Füllinsdorf,3,Stockwerk-/Wohnungseigentümer/innen,85.0,350.8061583325,282.483920765388,419.128395899612,68.3222375671117,19.4757805541015,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2825,Füllinsdorf,4,Hauseigentümer/innen,196.0,656.2792175229,571.75653314226,740.80190190354,84.5226843806398,12.8790737423725,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2825,Füllinsdorf,5,andere Situation/unbekannt,12.0,35.1858578803,17.3946814544381,52.9770343061619,17.7911764258619,50.5634294505092,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2826,Giebenach,1,Mieter/innen oder Untermieter/innen,37.0,143.8224313705,100.316354275437,187.328508465563,43.506077095063,30.2498551029132,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2826,Giebenach,3,Stockwerk-/Wohnungseigentümer/innen,20.0,76.1119937612,45.6777947507044,106.546192771696,30.4341990104956,39.9860751328922,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2826,Giebenach,4,Hauseigentümer/innen,61.0,220.5085923088,168.448374103163,272.568810514437,52.0602182056366,23.6091562966088,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2826,Giebenach,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1303,Bezirk Liestal,2827,Hersberg,1,Mieter/innen oder Untermieter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1303,Bezirk Liestal,2827,Hersberg,3,Stockwerk-/Wohnungseigentümer/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1303,Bezirk Liestal,2827,Hersberg,4,Hauseigentümer/innen,22.0,75.8960083719,46.844409095049,104.947607648751,29.051599276851,38.2781649523575,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2827,Hersberg,5,andere Situation/unbekannt,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1303,Bezirk Liestal,2828,Lausen,1,Mieter/innen oder Untermieter/innen,236.0,1016.292641898,895.911995884236,1136.67328791176,120.380646013764,11.8450770035041,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2828,Lausen,2,Genossenschafter/innen,15.0,74.8057294176,40.0172409644205,109.59421787078,34.7884884531796,46.5051122741872,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2828,Lausen,3,Stockwerk-/Wohnungseigentümer/innen,34.0,139.2774266599,95.6775896064309,182.877263713369,43.5998370534691,31.3043097500179,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2828,Lausen,4,Hauseigentümer/innen,287.0,908.0017058836,812.072045558202,1003.931366209,95.9296603253977,10.5649207158753,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2828,Lausen,5,andere Situation/unbekannt,30.0,102.0717535368,67.3035873108415,136.839919762759,34.7681662259585,34.0624756813093,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2829,Liestal,1,Mieter/innen oder Untermieter/innen,750.0,3345.6482790879,3123.93059734639,3567.36596082941,221.717681741511,6.6270469351894,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2829,Liestal,2,Genossenschafter/innen,25.0,99.3975706127,62.9142794106869,135.880861814713,36.4832912020131,36.7044093503747,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2829,Liestal,3,Stockwerk-/Wohnungseigentümer/innen,155.0,616.0010984834,526.612912798673,705.389284168127,89.388185684727,14.5110432278127,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2829,Liestal,4,Hauseigentümer/innen,444.0,1475.8089733125,1350.34033894804,1601.27760767696,125.468634364456,8.50168528809237,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2829,Liestal,5,andere Situation/unbekannt,59.0,194.8598209036,148.472698965044,241.246942842156,46.387121938556,23.8053805671434,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2830,Lupsingen,1,Mieter/innen oder Untermieter/innen,29.0,132.5160705121,88.207026016658,176.825115007542,44.3090444954421,33.4367328613145,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2830,Lupsingen,2,Genossenschafter/innen,,,,,,,Kein Schätzwert (vertraulich)
2010/2014,BL,1303,Bezirk Liestal,2830,Lupsingen,3,Stockwerk-/Wohnungseigentümer/innen,6.0,23.2180260329,6.59738272347815,39.8386693423219,16.6206433094219,71.5850834427972,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2830,Lupsingen,4,Hauseigentümer/innen,136.0,479.3272876184,404.330491599432,554.324083637369,74.9967960189686,15.6462604896959,Schätzwert zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2830,Lupsingen,5,andere Situation/unbekannt,6.0,25.3250205868,6.7618960699422,43.8881451036578,18.5631245168578,73.2995436399895,Schätzwert bedingt zuverlässig
2010/2014,BL,1303,Bezirk Liestal,2831,Pratteln,1,Mieter/innen oder Untermieter/innen,1005.0,4639.8709723677,4376.53539579025,4903.20654894515,263.335576577451,5.67549352440446,Schätzwert zuverlässig
